date,time,temp,dewPointTemp,humid,ap,visibility,windDirection,windSpeed,gustSpeed,Precip,event,situation
2015/7/15,6:00 AM,13 °C,3 °C,39%,1017 hPa,20 km,South,14.4 km/h /,-,-,,
2015/7/15,9:00 AM,14 °C,4 °C,42%,1017 hPa,20 km,WNW,3.6 km/h /,-,-,,
2015/7/15,12:00 PM,21 °C,6 °C,25%,1012 hPa,20 km,East,7.2 km/h /,-,-,,
2015/7/15,3:00 PM,23 °C,5 °C,20%,1009 hPa,20 km,NE,10.8 km/h /,-,-,,Scattered Clouds
2015/7/15,6:00 PM,26 °C,5 °C,16%,1005 hPa,20 km,East,14.4 km/h /,-,-,,Scattered Clouds
2015/7/15,9:00 PM,26 °C,7 °C,19%,1004 hPa,20 km,East,18.0 km/h /,-,-,,Scattered Clouds
2015/7/16,12:00 AM,22 °C,5 °C,22%,1006 hPa,20 km,East,10.8 km/h /,-,-,,Scattered Clouds
2015/7/16,3:00 AM,19 °C,9 °C,43%,1009 hPa,20 km,ENE,21.6 km/h /,-,-,,Mostly Cloudy
2015/7/16,6:00 AM,18 °C,10 °C,49%,1011 hPa,20 km,SSE,14.4 km/h /,-,-,,Mostly Cloudy
2015/7/16,9:00 AM,17 °C,11 °C,62%,1012 hPa,20 km,East,10.8 km/h /,-,-,,Scattered Clouds
2015/7/16,12:00 PM,20 °C,11 °C,47%,1010 hPa,20 km,ESE,10.8 km/h /,-,-,,Partly Cloudy
2015/7/16,3:00 PM,22 °C,11 °C,38%,1008 hPa,20 km,ENE,18.0 km/h /,-,-,,Scattered Clouds
2015/7/16,6:00 PM,23 °C,10 °C,33%,1006 hPa,20 km,ENE,21.6 km/h /,-,-,,Scattered Clouds
2015/7/16,9:00 PM,23 °C,6 °C,23%,1006 hPa,20 km,ENE,21.6 km/h /,-,-,,Scattered Clouds
2015/7/17,12:00 AM,18 °C,4 °C,29%,1009 hPa,20 km,East,14.4 km/h /,-,-,,Scattered Clouds
2015/7/17,3:00 AM,15 °C,6 °C,42%,1012 hPa,20 km,SE,14.4 km/h /,-,-,,
2015/7/17,6:00 AM,12 °C,4 °C,47%,1014 hPa,20 km,South,10.8 km/h /,-,-,,
2015/7/17,9:00 AM,14 °C,6 °C,48%,1012 hPa,20 km,Calm,Calm,-,-,,
2015/7/17,12:00 PM,20 °C,6 °C,28%,1007 hPa,20 km,East,14.4 km/h /,-,-,,
2015/7/17,3:00 PM,24 °C,8 °C,24%,1003 hPa,20 km,ENE,21.6 km/h /,-,-,,Scattered Clouds
2015/7/17,6:00 PM,26 °C,7 °C,20%,1000 hPa,20 km,ENE,18.0 km/h /,-,-,,Partly Cloudy
2015/7/17,9:00 PM,26 °C,9 °C,24%,1000 hPa,20 km,ENE,25.2 km/h /,-,-,,Scattered Clouds
2015/7/18,12:00 AM,20 °C,7 °C,32%,1006 hPa,20 km,East,10.8 km/h /,-,-,,Scattered Clouds
2015/7/18,3:00 AM,16 °C,6 °C,38%,1009 hPa,20 km,SSW,14.4 km/h /,-,-,,Partly Cloudy
2015/7/18,6:00 AM,15 °C,5 °C,37%,1008 hPa,20 km,South,21.6 km/h /,-,-,,Mostly Cloudy
2015/7/18,9:00 AM,16 °C,6 °C,39%,1008 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2015/7/18,12:00 PM,22 °C,8 °C,30%,1005 hPa,20 km,East,10.8 km/h /,-,-,,Mostly Cloudy
2015/7/18,3:00 PM,25 °C,6 °C,20%,1002 hPa,20 km,East,21.6 km/h /,-,-,,Mostly Cloudy
2015/7/18,6:00 PM,27 °C,6 °C,17%,1000 hPa,10 km,ENE,14.4 km/h /,-,-,,Mostly Cloudy
2015/7/18,9:00 PM,25 °C,8 °C,25%,1002 hPa,20 km,ESE,21.6 km/h /,-,-,,Partly Cloudy
2015/7/19,12:00 AM,20 °C,9 °C,37%,1005 hPa,20 km,ENE,10.8 km/h /,-,-,,Mostly Cloudy
2015/7/19,3:00 AM,18 °C,8 °C,41%,1007 hPa,20 km,WNW,7.2 km/h /,-,-,,Partly Cloudy
2015/7/19,6:00 AM,14 °C,9 °C,64%,1010 hPa,20 km,SW,7.2 km/h /,-,-,,Partly Cloudy
2015/7/19,9:00 AM,15 °C,9 °C,59%,1010 hPa,20 km,SW,3.6 km/h /,-,-,,Partly Cloudy
2015/7/19,12:00 PM,22 °C,8 °C,29%,1005 hPa,20 km,WNW,7.2 km/h /,-,-,,Scattered Clouds
2015/7/19,3:00 PM,27 °C,9 °C,22%,1002 hPa,20 km,WNW,10.8 km/h /,-,-,,Mostly Cloudy
2015/7/19,6:00 PM,27 °C,5 °C,14%,1002 hPa,10 km,East,18.0 km/h /,-,-,,Mostly Cloudy
2015/7/19,9:00 PM,27 °C,7 °C,18%,1002 hPa,10 km,NNE,10.8 km/h /,-,-,,Partly Cloudy
2015/7/20,12:00 AM,22 °C,7 °C,29%,1007 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2015/7/20,3:00 AM,18 °C,7 °C,37%,1010 hPa,20 km,WSW,3.6 km/h /,-,-,,
2015/7/20,6:00 AM,14 °C,8 °C,56%,1014 hPa,20 km,SW,7.2 km/h /,-,-,,Clear
2015/7/20,9:00 AM,15 °C,6 °C,45%,1014 hPa,20 km,West,3.6 km/h /,-,-,,Scattered Clouds
2015/7/20,12:00 PM,24 °C,6 °C,21%,1009 hPa,20 km,East,10.8 km/h /,-,-,,Scattered Clouds
2015/7/20,3:00 PM,28 °C,12 °C,26%,1005 hPa,20 km,East,18.0 km/h /,-,-,,Partly Cloudy
2015/7/20,6:00 PM,29 °C,10 °C,21%,1004 hPa,20 km,East,18.0 km/h /,-,-,,Partly Cloudy
2015/7/20,9:00 PM,29 °C,10 °C,20%,1002 hPa,20 km,East,21.6 km/h /,-,-,,Partly Cloudy
2015/7/21,12:00 AM,21 °C,9 °C,35%,1007 hPa,20 km,SSE,10.8 km/h /,-,-,,Mostly Cloudy
2015/7/21,3:00 AM,20 °C,6 °C,27%,1008 hPa,20 km,East,7.2 km/h /,-,-,,Mostly Cloudy
2015/7/21,6:00 AM,19 °C,6 °C,31%,1009 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2015/7/21,9:00 AM,19 °C,6 °C,29%,1010 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2015/7/21,12:00 PM,27 °C,11 °C,26%,1006 hPa,20 km,NNW,3.6 km/h /,-,-,,Scattered Clouds
2015/7/21,3:00 PM,31 °C,11 °C,21%,1002 hPa,20 km,NW,10.8 km/h /,-,-,,Partly Cloudy
2015/7/21,6:00 PM,32 °C,9 °C,16%,1001 hPa,20 km,WNW,10.8 km/h /,-,-,,Mostly Cloudy
2015/7/21,9:00 PM,32 °C,11 °C,18%,1000 hPa,20 km,NNE,3.6 km/h /,-,-,,Scattered Clouds
2015/7/22,12:00 AM,26 °C,8 °C,22%,1006 hPa,20 km,NE,14.4 km/h /,-,-,,Scattered Clouds
2015/7/22,3:00 AM,22 °C,8 °C,30%,1009 hPa,20 km,WSW,7.2 km/h /,-,-,,Mostly Cloudy
2015/7/22,6:00 AM,19 °C,7 °C,37%,1011 hPa,20 km,SSW,3.6 km/h /,-,-,,Scattered Clouds
2015/7/22,9:00 AM,19 °C,8 °C,36%,1011 hPa,20 km,WSW,7.2 km/h /,-,-,,Overcast
2015/7/22,12:00 PM,26 °C,9 °C,23%,1013 hPa,20 km,Calm,Calm,-,-,,Clear
2015/7/22,3:00 PM,32 °C,9 °C,15%,1002 hPa,20 km,West,14.4 km/h /,-,-,,Clear
2015/7/22,6:00 PM,31 °C,10 °C,18%,1003 hPa,10 km,WNW,18.0 km/h /,-,-,,Scattered Clouds
2015/7/22,9:00 PM,23 °C,14 °C,48%,1009 hPa,10 km,NW,7.2 km/h /,-,-,Rain,Light Rain
2015/7/23,12:00 AM,23 °C,16 °C,59%,1009 hPa,10 km,SW,7.2 km/h /,-,-,,Mostly Cloudy
2015/7/23,3:00 AM,22 °C,15 °C,59%,1009 hPa,20 km,SE,10.8 km/h /,-,-,Rain,Light Rain
2015/7/23,6:00 AM,18 °C,14 °C,75%,1011 hPa,20 km,SSW,14.4 km/h /,-,-,,Mostly Cloudy
2015/7/23,9:00 AM,18 °C,14 °C,72%,1010 hPa,20 km,NNW,3.6 km/h /,-,-,,Mostly Cloudy
2015/7/23,12:00 PM,24 °C,15 °C,50%,1006 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2015/7/23,3:00 PM,25 °C,11 °C,32%,1006 hPa,20 km,WNW,28.8 km/h /,-,-,,Mostly Cloudy
2015/7/23,6:00 PM,31 °C,9 °C,16%,999 hPa,20 km,West,28.8 km/h /,-,-,,Mostly Cloudy
2015/7/23,9:00 PM,31 °C,6 °C,12%,998 hPa,20 km,WNW,14.4 km/h /,-,-,,Partly Cloudy
2015/7/24,12:00 AM,20 °C,13 °C,55%,1009 hPa,20 km,NE,7.2 km/h /,-,-,,Scattered Clouds
2015/7/24,3:00 AM,19 °C,11 °C,51%,1011 hPa,20 km,East,3.6 km/h /,-,-,,
2015/7/24,6:00 AM,17 °C,10 °C,53%,1013 hPa,20 km,NNE,18.0 km/h /,-,-,,
2015/7/24,9:00 AM,16 °C,9 °C,52%,1015 hPa,20 km,South,10.8 km/h /,-,-,,
2015/7/24,12:00 PM,21 °C,11 °C,38%,1011 hPa,20 km,East,18.0 km/h /,-,-,,Scattered Clouds
2015/7/24,3:00 PM,25 °C,10 °C,28%,1007 hPa,20 km,NE,14.4 km/h /,-,-,,Scattered Clouds
2015/7/24,6:00 PM,27 °C,12 °C,28%,1005 hPa,20 km,ENE,14.4 km/h /,-,-,,Partly Cloudy
2015/7/24,9:00 PM,28 °C,9 °C,20%,1002 hPa,20 km,East,7.2 km/h /,-,-,,Partly Cloudy
2015/7/25,12:00 AM,22 °C,11 °C,39%,1006 hPa,20 km,East,21.6 km/h /,-,-,,Scattered Clouds
2015/7/25,3:00 AM,19 °C,6 °C,31%,1009 hPa,20 km,SSE,10.8 km/h /,-,-,,Scattered Clouds
2015/7/25,6:00 AM,16 °C,6 °C,42%,1010 hPa,20 km,SE,7.2 km/h /,-,-,,Scattered Clouds
2015/7/25,9:00 AM,16 °C,6 °C,41%,1010 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2015/7/25,12:00 PM,24 °C,8 °C,26%,1004 hPa,20 km,ENE,18.0 km/h /,-,-,,
2015/7/25,3:00 PM,28 °C,9 °C,21%,998 hPa,20 km,ENE,28.8 km/h /,-,-,,Scattered Clouds
2015/7/25,6:00 PM,30 °C,12 °C,22%,995 hPa,20 km,WNW,14.4 km/h /,-,-,,Scattered Clouds
2015/7/25,9:00 PM,27 °C,7 °C,19%,996 hPa,20 km,East,18.0 km/h /,-,-,,Mostly Cloudy
2015/7/26,12:00 AM,26 °C,6 °C,18%,997 hPa,20 km,NNW,7.2 km/h /,-,-,,Mostly Cloudy
2015/7/26,3:00 AM,21 °C,10 °C,40%,1000 hPa,20 km,West,10.8 km/h /,-,-,,Mostly Cloudy
2015/7/26,6:00 AM,20 °C,8 °C,34%,999 hPa,20 km,West,21.6 km/h /,-,-,,Partly Cloudy
2015/7/26,9:00 AM,22 °C,7 °C,29%,998 hPa,20 km,West,18.0 km/h /,-,-,,Mostly Cloudy
2015/7/26,12:00 PM,24 °C,8 °C,25%,997 hPa,20 km,West,36.0 km/h /,-,-,,Mostly Cloudy
2015/7/26,3:00 PM,23 °C,7 °C,24%,997 hPa,20 km,West,21.6 km/h /,-,-,,Partly Cloudy
2015/7/26,6:00 PM,26 °C,3 °C,13%,994 hPa,20 km,NW,28.8 km/h /,-,-,,Scattered Clouds
2015/7/26,9:00 PM,26 °C,2 °C,12%,996 hPa,20 km,WNW,25.2 km/h /,-,-,,Mostly Cloudy
2015/7/27,12:00 AM,17 °C,8 °C,45%,1006 hPa,20 km,SE,10.8 km/h /,-,-,,Partly Cloudy
2015/7/27,3:00 AM,15 °C,8 °C,56%,1008 hPa,20 km,ESE,18.0 km/h /,-,-,,Scattered Clouds
2015/7/27,6:00 AM,12 °C,7 °C,64%,1010 hPa,20 km,ESE,10.8 km/h /,-,-,,Scattered Clouds
2015/7/27,9:00 AM,13 °C,6 °C,54%,1010 hPa,20 km,NE,10.8 km/h /,-,-,,Scattered Clouds
2015/7/27,12:00 PM,16 °C,9 °C,51%,1008 hPa,20 km,North,7.2 km/h /,-,-,,
2015/7/27,3:00 PM,22 °C,0 °C,14%,1002 hPa,20 km,WSW,18.0 km/h /,-,-,,
2015/7/27,6:00 PM,26 °C,-4 °C,6%,998 hPa,20 km,NW,10.8 km/h /,-,-,,
2015/7/27,9:00 PM,27 °C,-1 °C,8%,998 hPa,20 km,West,3.6 km/h /,-,-,,
2015/7/28,12:00 AM,20 °C,7 °C,31%,1002 hPa,20 km,East,21.6 km/h /,-,-,,
2015/7/28,3:00 AM,16 °C,3 °C,29%,1005 hPa,20 km,Calm,Calm,-,-,,
2015/7/28,6:00 AM,13 °C,1 °C,32%,1008 hPa,20 km,WNW,7.2 km/h /,-,-,,
2015/7/28,9:00 AM,13 °C,3 °C,38%,1008 hPa,20 km,Calm,Calm,-,-,,
2015/7/28,12:00 PM,22 °C,8 °C,32%,1002 hPa,20 km,East,10.8 km/h /,-,-,,
2015/7/28,3:00 PM,27 °C,10 °C,24%,998 hPa,20 km,East,18.0 km/h /,-,-,,
2015/7/28,6:00 PM,30 °C,8 °C,17%,995 hPa,20 km,East,14.4 km/h /,-,-,,Partly Cloudy
2015/7/28,9:00 PM,29 °C,9 °C,18%,994 hPa,20 km,ENE,10.8 km/h /,-,-,,Mostly Cloudy
2015/7/29,12:00 AM,25 °C,2 °C,13%,994 hPa,20 km,SSW,25.2 km/h /,-,-,,Clear
2015/7/29,3:00 AM,23 °C,4 °C,18%,998 hPa,20 km,West,18.0 km/h /,-,-,,Scattered Clouds
2015/7/29,6:00 AM,19 °C,6 °C,29%,1002 hPa,20 km,West,28.8 km/h /,-,-,,Partly Cloudy
2015/7/29,9:00 AM,18 °C,7 °C,36%,1004 hPa,20 km,WNW,18.0 km/h /,-,-,,Mostly Cloudy
2015/7/29,12:00 PM,19 °C,10 °C,42%,1003 hPa,20 km,WSW,18.0 km/h /,-,-,,Mostly Cloudy
2015/7/29,3:00 PM,20 °C,7 °C,31%,1002 hPa,20 km,West,18.0 km/h /,-,-,,Mostly Cloudy
2015/7/29,6:00 PM,22 °C,9 °C,32%,1000 hPa,20 km,WNW,10.8 km/h /,-,-,,Scattered Clouds
2015/7/29,9:00 PM,23 °C,12 °C,38%,1000 hPa,20 km,West,10.8 km/h /,-,-,,Scattered Clouds
2015/7/30,12:00 AM,19 °C,9 °C,45%,1003 hPa,20 km,ESE,3.6 km/h /,-,-,,Scattered Clouds
2015/7/30,3:00 AM,15 °C,8 °C,52%,1007 hPa,20 km,WNW,7.2 km/h /,-,-,,Clear
2015/7/30,6:00 AM,14 °C,1 °C,30%,1009 hPa,20 km,West,14.4 km/h /,-,-,,
2015/7/30,9:00 AM,13 °C,5 °C,44%,1011 hPa,20 km,West,7.2 km/h /,-,-,,
2015/7/30,12:00 PM,20 °C,3 °C,22%,1006 hPa,20 km,NW,10.8 km/h /,-,-,,
2015/7/30,3:00 PM,24 °C,3 °C,17%,1002 hPa,20 km,WSW,10.8 km/h /,-,-,,Mostly Cloudy
2015/7/30,6:00 PM,25 °C,4 °C,16%,1000 hPa,20 km,WNW,10.8 km/h /,-,-,,Mostly Cloudy
2015/7/30,9:00 PM,20 °C,10 °C,41%,1005 hPa,20 km,West,18.0 km/h /,-,-,,Partly Cloudy
2015/8/1,12:00 AM,16 °C,0 °C,23%,1013 hPa,20 km,East,10.8 km/h /,-,-,,Partly Cloudy
2015/8/1,3:00 AM,15 °C,6 °C,48%,1015 hPa,20 km,ENE,10.8 km/h /,-,-,,Mostly Cloudy
2015/8/1,6:00 AM,13 °C,7 °C,58%,1018 hPa,20 km,ESE,10.8 km/h /,-,-,,Mostly Cloudy
2015/8/1,9:00 AM,12 °C,7 °C,62%,1019 hPa,20 km,ENE,7.2 km/h /,-,-,,Mostly Cloudy
2015/8/1,12:00 PM,16 °C,6 °C,42%,1016 hPa,20 km,ENE,10.8 km/h /,-,-,,Scattered Clouds
2015/8/1,3:00 PM,20 °C,7 °C,32%,1011 hPa,20 km,ENE,18.0 km/h /,-,-,,Mostly Cloudy
2015/8/1,6:00 PM,22 °C,5 °C,22%,1008 hPa,20 km,ENE,18.0 km/h /,-,-,,Partly Cloudy
2015/8/1,9:00 PM,23 °C,5 °C,20%,1007 hPa,20 km,East,28.8 km/h /,-,-,,Mostly Cloudy
2015/8/2,12:00 AM,18 °C,7 °C,37%,1011 hPa,20 km,East,25.2 km/h /,-,-,,Scattered Clouds
2015/8/2,3:00 AM,14 °C,3 °C,37%,1015 hPa,20 km,NE,10.8 km/h /,-,-,,Scattered Clouds
2015/8/2,6:00 AM,11 °C,2 °C,44%,1016 hPa,20 km,SW,7.2 km/h /,-,-,,Scattered Clouds
2015/8/2,9:00 AM,12 °C,4 °C,44%,1015 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2015/8/2,12:00 PM,21 °C,5 °C,26%,1008 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2015/8/2,3:00 PM,26 °C,6 °C,18%,1003 hPa,20 km,West,14.4 km/h /,-,-,,Scattered Clouds
2015/8/2,6:00 PM,28 °C,7 °C,16%,999 hPa,20 km,NW,10.8 km/h /,-,-,,Scattered Clouds
2015/8/2,9:00 PM,28 °C,7 °C,17%,996 hPa,20 km,West,18.0 km/h /,-,-,,Scattered Clouds
2015/8/3,12:00 AM,20 °C,7 °C,31%,1004 hPa,20 km,NE,10.8 km/h /,-,-,,Mostly Cloudy
2015/8/3,3:00 AM,16 °C,6 °C,38%,1008 hPa,20 km,ENE,10.8 km/h /,-,-,,Mostly Cloudy
2015/8/3,6:00 AM,14 °C,6 °C,46%,1010 hPa,20 km,ESE,10.8 km/h /,-,-,,Mostly Cloudy
2015/8/3,9:00 AM,14 °C,6 °C,51%,1011 hPa,20 km,ESE,10.8 km/h /,-,-,,Mostly Cloudy
2015/8/3,12:00 PM,18 °C,7 °C,35%,1008 hPa,20 km,East,14.4 km/h /,-,-,,Mostly Cloudy
2015/8/3,3:00 PM,22 °C,6 °C,24%,1005 hPa,20 km,West,21.6 km/h /,-,-,,Mostly Cloudy
2015/8/3,6:00 PM,22 °C,5 °C,22%,1004 hPa,20 km,East,14.4 km/h /,-,-,,Mostly Cloudy
2015/8/3,9:00 PM,22 °C,5 °C,22%,1005 hPa,20 km,ENE,18.0 km/h /,-,-,,Mostly Cloudy
2015/8/4,12:00 AM,16 °C,6 °C,39%,1011 hPa,20 km,ENE,10.8 km/h /,-,-,,Scattered Clouds
2015/8/4,3:00 AM,13 °C,4 °C,40%,1014 hPa,20 km,ESE,3.6 km/h /,-,-,,
2015/8/4,6:00 AM,12 °C,4 °C,44%,1014 hPa,20 km,South,7.2 km/h /,-,-,,Scattered Clouds
2015/8/4,9:00 AM,11 °C,5 °C,51%,1014 hPa,20 km,Calm,Calm,-,-,,
2015/8/4,12:00 PM,18 °C,10 °C,48%,1009 hPa,20 km,ENE,14.4 km/h /,-,-,,
2015/8/4,3:00 PM,21 °C,10 °C,38%,1005 hPa,20 km,ENE,14.4 km/h /,-,-,,Scattered Clouds
2015/8/4,6:00 PM,24 °C,8 °C,26%,1002 hPa,20 km,ESE,10.8 km/h /,-,-,,Partly Cloudy
2015/8/4,9:00 PM,25 °C,6 °C,21%,1000 hPa,20 km,East,25.2 km/h /,-,-,,Partly Cloudy
2015/8/5,12:00 AM,19 °C,8 °C,38%,1007 hPa,50 km,East,10.8 km/h /,-,-,,Mostly Cloudy
2015/8/5,3:00 AM,17 °C,7 °C,39%,1009 hPa,10 km,South,7.2 km/h /,-,-,Thunderstorm,Thunderstorm
2015/8/5,6:00 AM,14 °C,11 °C,76%,1011 hPa,20 km,SSW,14.4 km/h /,-,-,,Partly Cloudy
2015/8/5,9:00 AM,14 °C,10 °C,72%,1012 hPa,20 km,Calm,Calm,-,-,,
2015/8/5,12:00 PM,19 °C,8 °C,40%,1009 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2015/8/5,3:00 PM,23 °C,8 °C,28%,1005 hPa,20 km,ENE,10.8 km/h /,-,-,,Partly Cloudy
2015/8/5,6:00 PM,25 °C,6 °C,18%,1001 hPa,20 km,East,10.8 km/h /,-,-,,Partly Cloudy
2015/8/5,9:00 PM,25 °C,7 °C,20%,1001 hPa,20 km,SSE,28.8 km/h /,-,-,,Mostly Cloudy
2015/8/6,12:00 AM,22 °C,9 °C,33%,1004 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2015/8/6,3:00 AM,18 °C,8 °C,39%,1007 hPa,20 km,SW,10.8 km/h /,-,-,,Mostly Cloudy
2015/8/6,6:00 AM,16 °C,7 °C,45%,1008 hPa,20 km,SW,7.2 km/h /,-,-,,Scattered Clouds
2015/8/6,9:00 AM,15 °C,6 °C,44%,1009 hPa,20 km,SW,7.2 km/h /,-,-,,Scattered Clouds
2015/8/6,12:00 PM,22 °C,7 °C,27%,1005 hPa,20 km,NW,7.2 km/h /,-,-,,Scattered Clouds
2015/8/6,3:00 PM,26 °C,5 °C,16%,1001 hPa,20 km,North,14.4 km/h /,-,-,,Scattered Clouds
2015/8/6,6:00 PM,28 °C,5 °C,13%,999 hPa,20 km,West,10.8 km/h /,-,-,,Scattered Clouds
2015/8/6,9:00 PM,27 °C,5 °C,15%,1000 hPa,20 km,East,10.8 km/h /,-,-,,Scattered Clouds
2015/8/7,12:00 AM,21 °C,0 °C,15%,1004 hPa,20 km,SE,14.4 km/h /,-,-,,Scattered Clouds
2015/8/7,3:00 AM,18 °C,4 °C,28%,1007 hPa,20 km,SW,7.2 km/h /,-,-,,Scattered Clouds
2015/8/7,6:00 AM,14 °C,4 °C,37%,1010 hPa,20 km,WSW,7.2 km/h /,-,-,,Scattered Clouds
2015/8/7,9:00 AM,14 °C,3 °C,39%,1012 hPa,20 km,WSW,7.2 km/h /,-,-,,Scattered Clouds
2015/8/7,12:00 PM,23 °C,10 °C,31%,1006 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2015/8/7,3:00 PM,28 °C,8 °C,18%,1002 hPa,20 km,West,14.4 km/h /,-,-,,Partly Cloudy
2015/8/7,6:00 PM,30 °C,7 °C,13%,hPa,20 km,ENE,7.2 km/h /,-,-,,Partly Cloudy
2015/8/7,9:00 PM,30 °C,7 °C,14%,1000 hPa,20 km,SSW,3.6 km/h /,-,-,,Partly Cloudy
2015/8/8,12:00 AM,24 °C,4 °C,16%,1004 hPa,20 km,NNW,10.8 km/h /,-,-,,Partly Cloudy
2015/8/8,3:00 AM,20 °C,2 °C,19%,1007 hPa,20 km,South,3.6 km/h /,-,-,,Scattered Clouds
2015/8/8,6:00 AM,18 °C,3 °C,25%,1009 hPa,20 km,SSE,7.2 km/h /,-,-,,Scattered Clouds
2015/8/8,9:00 AM,17 °C,3 °C,29%,1010 hPa,20 km,SSW,7.2 km/h /,-,-,,Scattered Clouds
2015/8/8,12:00 PM,25 °C,8 °C,25%,1004 hPa,20 km,NW,7.2 km/h /,-,-,,Clear
2015/8/8,3:00 PM,32 °C,7 °C,13%,998 hPa,20 km,SW,25.2 km/h /,-,-,,Partly Cloudy
2015/8/8,6:00 PM,31 °C,5 °C,11%,998 hPa,20 km,WSW,28.8 km/h /,-,-,,Mostly Cloudy
2015/8/8,9:00 PM,26 °C,5 °C,15%,1003 hPa,20 km,WSW,25.2 km/h /,-,-,,Mostly Cloudy
2015/8/9,12:00 AM,22 °C,4 °C,21%,1005 hPa,20 km,SW,14.4 km/h /,-,-,,Partly Cloudy
2015/8/9,3:00 AM,20 °C,6 °C,26%,1006 hPa,20 km,West,25.2 km/h /,-,-,,Clear
2015/8/9,6:00 AM,17 °C,5 °C,34%,1009 hPa,20 km,West,25.2 km/h /,-,-,,Clear
2015/8/9,9:00 AM,18 °C,5 °C,31%,1009 hPa,20 km,WSW,25.2 km/h /,-,-,,Mostly Cloudy
2015/8/9,12:00 PM,14 °C,10 °C,69%,1013 hPa,10 km,WSW,36.0 km/h /,-,-,Rain,Light Rain
2015/8/9,3:00 PM,13 °C,10 °C,76%,1014 hPa,20 km,WSW,10.8 km/h /,-,-,Rain,Light Rain
2015/8/9,6:00 PM,17 °C,8 °C,45%,1011 hPa,20 km,West,18.0 km/h /,-,-,,Partly Cloudy
2015/8/9,9:00 PM,19 °C,7 °C,36%,1010 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2015/8/10,12:00 AM,14 °C,8 °C,60%,1015 hPa,20 km,WNW,7.2 km/h /,-,-,,Scattered Clouds
2015/8/10,3:00 AM,11 °C,5 °C,56%,1017 hPa,20 km,SSW,10.8 km/h /,-,-,,Clear
2015/8/10,6:00 AM,10 °C,4 °C,54%,1018 hPa,20 km,West,3.6 km/h /,-,-,,Scattered Clouds
2015/8/10,9:00 AM,10 °C,4 °C,55%,1019 hPa,20 km,SE,7.2 km/h /,-,-,,
2015/8/10,12:00 PM,17 °C,2 °C,25%,1013 hPa,20 km,WNW,14.4 km/h /,-,-,,
2015/8/10,3:00 PM,20 °C,3 °C,21%,1010 hPa,20 km,West,21.6 km/h /,-,-,,Scattered Clouds
2015/8/10,6:00 PM,22 °C,1 °C,16%,1008 hPa,20 km,NW,14.4 km/h /,-,-,,Scattered Clouds
2015/8/10,9:00 PM,22 °C,2 °C,16%,1008 hPa,20 km,WNW,7.2 km/h /,-,-,,Scattered Clouds
2015/8/11,12:00 AM,15 °C,8 °C,54%,1013 hPa,20 km,ESE,14.4 km/h /,-,-,,Mostly Cloudy
2015/8/11,3:00 AM,13 °C,8 °C,60%,1014 hPa,20 km,ENE,3.6 km/h /,-,-,,Mostly Cloudy
2015/8/11,6:00 AM,13 °C,8 °C,63%,1014 hPa,20 km,NNW,3.6 km/h /,-,-,,Mostly Cloudy
2015/8/11,9:00 AM,12 °C,8 °C,69%,1015 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2015/8/11,12:00 PM,14 °C,3 °C,37%,1011 hPa,20 km,West,18.0 km/h /,-,-,,Partly Cloudy
2015/8/11,3:00 PM,21 °C,-1 °C,13%,1008 hPa,20 km,West,18.0 km/h /,-,-,,Scattered Clouds
2015/8/11,6:00 PM,22 °C,2 °C,18%,1006 hPa,20 km,NE,14.4 km/h /,-,-,,Mostly Cloudy
2015/8/11,9:00 PM,22 °C,2 °C,18%,1006 hPa,20 km,NE,14.4 km/h /,-,-,,Mostly Cloudy
2015/8/12,12:00 AM,13 °C,8 °C,60%,1015 hPa,10 km,ENE,28.8 km/h /,-,-,Rain,Light Rain
2015/8/12,3:00 AM,11 °C,-10 °C,11%,1017 hPa,-,East,10.8 km/h /,-,-,Rain,Rain
2015/8/12,6:00 AM,11 °C,8 °C,77%,1016 hPa,-,West,10.8 km/h /,-,-,Rain,Rain
2015/8/12,9:00 AM,11 °C,7 °C,64%,1016 hPa,20 km,WNW,7.2 km/h /,-,-,,Partly Cloudy
2015/8/12,12:00 PM,16 °C,6 °C,42%,1013 hPa,20 km,SSW,309.7 km/h /,-,-,,Scattered Clouds
2015/8/12,3:00 PM,18 °C,7 °C,36%,1009 hPa,20 km,West,21.6 km/h /,-,-,,Partly Cloudy
2015/8/12,6:00 PM,21 °C,3 °C,19%,1005 hPa,20 km,West,25.2 km/h /,-,-,,Scattered Clouds
2015/8/12,9:00 PM,22 °C,3 °C,18%,1004 hPa,20 km,WNW,7.2 km/h /,-,-,,Partly Cloudy
